951002,5,STK
12452,2,STK
12402,4,STK
671002,5,STK
10052,2,STK
7402,5,STK
3352,2,STK
9312,2,STK
10132,2,STK
9472,2,STK
13412,2,STK
13432,3,STK
13472,4,STK
1341002,5,STK
3772,2,STK
1501,2,STK
0101,2,STK
0401,2,STK
